Year,Country,Rent Index,Cost of Living Rank,Cost of Living Index,Cost of Living Plus Rent Index,Groceries Index,Restaurant Price Index,Local Purchasing Power Index
2015.06,Trinidad And Tobago,20.13,44,57.97,38.68,57.5,52.92,72
2015.06,Jamaica,12.23,45,57.5,34.42,54.84,47.16,58.73
2015.06,Spain,16.1,46,56.55,35.92,43.89,65.94,114.82
2015.06,Jordan,11.96,47,55.73,33.41,42.08,58.71,56.34
2015.06,Slovenia,13.7,48,55.6,34.24,45.01,49.18,94.62
2015.06,Oman,22.96,49,54.44,38.39,46.95,47.41,173.05
2015.06,Taiwan,13.71,50,54.22,33.56,60.25,28.33,104.72
2015.06,Panama,26.94,51,53.81,40.11,57.85,41.87,58.34
2015.06,Tanzania,23.99,52,53.58,38.49,49.13,42.94,62.38
2015.06,Palestine,8.6,53,53.42,30.57,44.89,44.53,63.73
2015.06,Dominican Republic,11.01,54,53.25,31.71,50.4,45.41,37.7
2015.06,Cuba,12.63,55,52.69,32.27,37.74,32.68,2.36
2015.06,Myanmar,19.81,56,52.5,35.83,55.56,29.57,37.18
2015.06,Estonia,12.31,57,52.49,32,38.95,48.37,80
2015.06,Namibia,18.28,58,52.1,34.85,41.23,50.85,58.52
2015.06,Cambodia,11.5,59,51.34,31.03,59.76,26.84,19.44
2015.06,Mozambique,27.87,60,50.83,39.12,43.15,56.99,57.58
2015.06,Portugal,14.08,61,50.55,31.96,38.66,47.75,87.27
2015.06,Bahrain,29.52,62,50.49,39.8,45.73,53.73,91.26
2015.06,Honduras,9.66,63,50.04,29.45,44.18,37.19,78.84
2015.06,Croatia,8.66,64,49.82,28.83,41.82,41.3,71.44
2015.06,Mauritius,15.15,65,49.71,32.09,44.03,45.63,91.32
2015.06,Uzbekistan,12.4,66,49.7,30.68,43.84,36.38,31.19
2015.06,Chile,13.98,67,49.21,31.25,42.11,43.53,93.76
2015.06,Iraq,16.57,68,48.84,32.38,38.29,50.38,60.71
2015.06,Nigeria,22.42,69,48.79,35.34,45.8,46.5,61.73
2015.06,Latvia,11.79,70,48.71,29.88,36.67,43.21,68.59
2015.06,Saudi Arabia,12.66,71,48.19,30.07,40.1,34.9,187.4
2015.06,Ethiopia,17.97,72,48.02,32.7,44.66,25.73,22.6
2015.06,Guatemala,11.5,73,47.63,29.21,45.55,37.82,51.15
2015.06,Nicaragua,6.96,74,46.9,26.54,40.16,29.77,46.74
2015.06,China,19.64,75,46.83,32.96,47.95,34.48,86.93
2015.06,Kazakhstan,14.42,76,46.71,30.24,36.98,50.57,69.29
2015.06,Brazil,12.79,77,46.71,29.41,35.23,40.95,56.18
2015.06,Belarus,13.07,78,46.26,29.34,37.28,61.95,41.64
2015.06,Lithuania,11.45,79,46.09,28.42,36.08,36.97,64.38
2015.06,El Salvador,10,80,45.82,27.56,40.21,35.34,42.6
2015.06,Slovakia,13.27,81,45.13,28.88,39.36,35.71,77.09
2015.06,Fiji,16.76,82,44.83,30.52,52.77,39.26,47.42
2015.06,Turkey,9.17,83,44.53,26.5,35.32,36.43,77.61
2015.06,Russia,19.59,84,44.27,31.69,35.09,54.17,62.05
2015.06,Ecuador,11.5,85,43.53,27.19,43.27,28.5,45.85
2015.06,South Africa,14.62,86,43.5,28.77,36.89,42.81,142.4
2015.06,Kenya,11.58,87,43.47,27.21,43.37,33.06,35.17
2015.06,Iran,18.73,88,43.06,30.66,40.69,40.67,48.78
2015.06,Thailand,13.58,89,42.75,27.87,46.91,23.76,57.34
2015.06,Czech Republic,12.64,90,42.69,27.37,35.85,31.43,98.81
2015.06,Azerbaijan,19.13,91,42.2,30.43,33.29,43.17,44.13
2015.06,Peru,13.49,92,41.88,27.4,39.53,31.31,41.3
2015.06,Hungary,7.92,93,41.75,24.5,31.34,35.33,66.35
2015.06,Malaysia,9.93,94,41.72,25.51,40.59,24.59,103.75
2015.06,Montenegro,7.87,95,40.36,23.79,30.75,41.39,59.74
2015.06,Poland,11.75,96,39.62,25.41,29.89,36.54,90.97
2015.06,Sri Lanka,9.72,97,39.56,24.34,46.78,24.1,35.41
2015.06,Vietnam,12.23,98,39.22,25.46,36.88,20.9,30.23
2015.06,Uganda,5.41,99,39.02,21.88,35.05,23.5,26.33
2015.06,Bolivia,9.19,100,38.51,23.56,30.84,25.56,56.83
2015.06,Libya,13.06,101,38.38,25.47,37.36,38.72,71.14
2015.06,Armenia,8.78,102,38.3,23.25,29.94,35.7,39.51
2015.06,Mexico,9.31,103,38.07,23.4,36.62,34.23,91.36
2015.06,Romania,7.87,104,36.86,22.08,30.2,33.96,61.17
2015.06,Bangladesh,4.45,105,36.76,20.29,35.63,25.49,46.72
2015.06,Bosnia And Herzegovina,5.89,106,36.24,20.76,30.51,26.68,64.94
2015.06,Bulgaria,6.92,107,36.13,21.23,30.26,30.05,58.73
2015.06,Philippines,5.88,108,36.05,20.67,36.78,21.31,50.32
2015.06,Indonesia,10.11,109,35.88,22.74,38.83,20.95,37.47
2015.06,Colombia,9.51,110,35.42,22.21,29.85,27.59,50.03
2015.06,Serbia,5.93,111,35.42,20.38,27.17,30.18,55.93
2015.06,Egypt,8.97,112,35.32,21.88,30.62,32.89,40.81
2015.06,Morocco,8.89,113,34.56,21.47,28.92,27.13,55.7
2015.06,Syria,8.44,114,34.44,21.18,29.9,29.06,33.02
2015.06,Albania,6.19,115,33.86,19.75,26.44,28.89,46.01
2015.06,North Macedonia,5.18,116,31.66,18.15,26,24.32,50.06
2015.06,Tunisia,6.7,117,31.15,18.68,27.42,22.9,54.64
2015.06,Ukraine,8.39,118,30.75,19.34,23.66,27.6,32.72
2015.06,Georgia,10.29,119,30.37,20.13,23.93,30.42,36.92
2015.06,Kosovo (Disputed Territory),8.65,120,30.35,19.29,25.02,24.57,64.6
2015.06,Algeria,6.49,121,28.55,17.3,26.91,23.24,55.32
2015.06,Pakistan,4.22,122,27.77,15.76,26.21,23.87,46.39
2015.06,Nepal,2.75,123,27.53,14.9,25.86,16.74,29.86
2015.06,Moldova,6.44,124,27.43,16.73,21.64,24.52,32.75
2015.06,India,5.27,125,24.85,14.87,26.36,16.43,99.29
2016.01,Bermuda,120.12,1,133.68,127.17,131.95,121.27,118.54
2016.01,Switzerland,55.14,2,123.1,90.44,123.86,119.14,178.74
2016.01,Bahamas,38.21,3,107.54,74.22,107.12,88.43,58.96
2016.01,Norway,37.04,4,99.8,69.64,93.27,110.77,125.75
2016.01,Iceland,35.45,5,96.45,67.13,91.4,98.82,93.98
2016.01,Denmark,30.83,6,84.88,58.9,69.2,97.88,142.14
2016.01,Singapore,73.88,7,83.67,78.97,75.83,53.75,110.5
2016.01,Luxembourg,48.87,8,82.01,66.08,69.16,90.33,154.4
2016.01,Kuwait,38.26,9,81.62,60.78,96.13,46.01,113.6
2016.01,Hong Kong,82.57,10,81.48,82,88.8,50.73,102.32
2016.01,Japan,29.75,11,81.25,56.5,86.9,47.45,117.55
2016.01,United Kingdom,36.29,12,81.03,59.53,68.48,86.68,120
2016.01,Australia,40.95,13,78.45,60.43,74.68,74.85,147.25
2016.01,New Zealand,29.71,14,78.17,54.88,72.06,75.37,115.47
2016.01,Ireland,37.87,15,78.03,58.73,66.59,82.3,125.66
2016.01,Israel,26.78,16,75.75,52.21,65.71,77.27,115.54
2016.01,Sweden,25.21,17,75.7,51.44,67.89,79.18,128.22
2016.01,Belgium,31.42,18,75.44,54.28,67.15,82.87,106.69
2016.01,France,26.22,19,75.3,51.72,69.62,73.48,118.51
2016.01,Finland,26.98,20,75.25,52.05,66.59,76.85,132.93
2016.01,United States,38.39,21,74.08,56.93,75.69,69.13,139.17
2016.01,South Korea,34.41,22,73.18,54.55,86.23,41.18,120.64
2016.01,Netherlands,31.76,23,72.12,52.72,56.11,80.73,129.34
2016.01,Qatar,74.5,24,69.99,72.16,59.46,69.32,141.86
2016.01,Italy,21.49,25,68.77,46.05,58.64,75.27,105.67
2016.01,Puerto Rico,19.7,26,66.73,44.13,65.94,58.71,108.26
2016.01,Austria,26.15,27,66.59,47.16,61.71,62.64,120.46
2016.01,United Arab Emirates,68.25,28,66.09,67.13,57.23,59.85,136.43
2016.01,Germany,24.01,29,65.54,45.58,53.12,60.68,147.61
2016.01,Canada,26.83,30,64.82,46.56,65.04,60.04,134.81
2016.01,Argentina,18.07,31,64.09,41.97,52.51,64.19,74.92
2016.01,Macao,43.47,32,64.06,54.17,55.85,46.43,99.42
2016.01,Ghana,53.34,33,63.44,58.59,59.32,51.88,18.44
2016.01,Lebanon,35.05,34,63.08,49.61,48.75,59.7,66.57
2016.01,Malta,20.23,35,61.36,41.59,51.89,66.63,82.77
2016.01,Venezuela,11.51,36,60.02,36.71,73.7,47.09,14.27
2016.01,Belize,11.88,37,59.42,36.57,51.2,38.11,146.27
2016.01,Costa Rica,16.15,38,57.76,37.76,56.87,46.54,67.59
2016.01,Cyprus,13.1,39,56.99,35.9,48,59.72,93.84
2016.01,Spain,18.86,40,56.11,38.21,46.02,56.99,105.31
2016.01,Taiwan,14.71,41,55.84,36.07,64.6,25.14,106.38
2016.01,Jamaica,12.56,42,55.7,34.97,54.12,38.73,48.83
2016.01,Trinidad And Tobago,22.45,43,55.67,39.71,53.8,48.58,68.21
2016.01,Uruguay,15.81,44,55.63,36.49,48.14,52.75,50.59
2016.01,Zimbabwe,14.59,45,54.51,35.32,46,45.37,36.42
2016.01,Greece,9.51,46,54.4,32.82,44.75,55.07,79.27
2016.01,Oman,24.73,47,53.12,39.48,47.08,43.86,148.16
2016.01,Jordan,12.04,48,53.08,33.35,43.75,52.38,50.89
2016.01,Palestine,9.19,49,52.88,31.88,49.77,38.04,53.54
2016.01,Panama,30.53,50,52.57,41.98,55.25,40.41,48.09
2016.01,Slovenia,14.71,51,52.19,34.18,42.78,42.78,89.76
2016.01,Brunei,20.2,52,51.93,36.68,50.61,33.04,94.3
2016.01,Myanmar,20.19,53,51.57,36.49,49.64,28.36,33.35
2016.01,Dominican Republic,12.07,54,51.38,32.49,48,39.33,36.44
2016.01,Iraq,17.4,55,50.56,34.63,42.06,45.93,57.22
2016.01,Portugal,15.28,56,49.83,33.23,40.58,41.56,75.47
2016.01,Tanzania,25.71,57,49.51,38.07,42.76,35.74,53.86
2016.01,Estonia,13.5,58,48.94,31.91,38.5,44.13,77.42
2016.01,Croatia,9.71,59,48.2,29.7,40.68,37.57,67.89
2016.01,Bahrain,33.74,60,48.2,41.25,44.15,48.58,101.01
2016.01,China,23.24,61,48.1,36.15,53.27,29.28,77.42
2016.01,Mauritius,15.12,62,47.89,32.14,44.1,37.22,71.93
2016.01,Honduras,9.62,63,47.85,29.48,44.28,33.53,70.66
2016.01,Saudi Arabia,13.78,64,47.6,31.35,41.81,30,167.86
2016.01,Cambodia,12.36,65,47.29,30.5,52.24,22.56,16.4
2016.01,Nigeria,22.9,66,47.16,35.5,42.68,35.78,48.87
2016.01,Latvia,12.67,67,47.14,30.57,36.25,40.45,61.46
2016.01,Lithuania,12.45,68,45.56,29.65,37.32,35.42,61.25
2016.01,Zambia,21.28,69,45.53,33.88,34.04,31.59,142.24
2016.01,Turkey,10.45,70,45.07,28.43,39.89,31.89,64.12
2016.01,Slovakia,14.98,71,45,30.57,40.59,31.81,68.8
2016.01,Uzbekistan,12.55,72,44.67,29.23,40.76,29.35,31.11
2016.01,Ecuador,12.12,73,44.32,28.84,43.4,27.95,47.64
2016.01,Ethiopia,21.3,74,44.27,33.23,38.42,24.34,20.74
2016.01,Guatemala,11.42,75,44.08,28.38,41.76,33.02,51.59
2016.01,Chile,13.12,76,43.88,29.1,38.49,36.25,78.4
2016.01,Fiji,15.49,77,43.82,30.2,49.54,34.12,42.37
2016.01,El Salvador,9.76,78,42.56,26.79,38.38,28.83,43.15
2016.01,Czech Republic,14.45,79,41.8,28.66,36.51,28.34,89.88
2016.01,Hungary,10.54,80,41.29,26.51,33.18,30.75,56.3
2016.01,Iran,16.38,81,41.12,29.23,38.6,35.05,47.73
2016.01,Thailand,15.18,82,40.02,28.08,43.8,20.22,40.06
2016.01,Kenya,12.66,83,39.84,26.78,37.86,29.11,31.07
2016.01,Namibia,16.67,84,39.74,28.65,32.66,35.68,49.16
2016.01,Libya,14.08,85,39.66,27.36,39.71,32.17,62.51
2016.01,Vietnam,13.94,86,39.5,27.22,39.51,18.24,25.88
2016.01,Montenegro,9.2,87,39.49,24.93,31.77,35.84,52.5
2016.01,Belarus,13.25,88,39.45,26.86,32.44,49.3,39.16
2016.01,Brazil,12.3,89,38.88,26.1,29.92,31.55,48.69
2016.01,Poland,13.54,90,38.53,26.52,30.76,31.71,80.77
2016.01,Russia,17.13,91,38.48,28.22,32.22,42.05,57.42
2016.01,Peru,13.07,92,38.04,26.04,35.46,25.22,47.52
2016.01,Botswana,8.49,93,37.65,23.64,31.46,29.96,76.27
2016.01,Malaysia,11.06,94,37.47,24.78,37.54,19.85,96.34
2016.01,Bolivia,10.02,95,37.44,24.27,30.58,24.42,53.95
2016.01,Egypt,9.63,96,36.71,23.69,33.13,31.8,40.3
2016.01,Bulgaria,8.45,97,36.36,22.95,30.9,29.89,59.19
2016.01,Indonesia,9.86,98,36.33,23.61,40.9,18.41,35.51
2016.01,Morocco,9.67,99,35.56,23.12,31.74,23.98,48.74
2016.01,Bangladesh,5.3,100,35.5,20.99,32.58,21.26,44.48
2016.01,Armenia,9.77,101,35.49,23.13,28.3,30.98,33.08
2016.01,Mexico,9.88,102,35.01,22.93,33.71,28.19,76.51
2016.01,Romania,8.63,103,34.8,22.22,28.79,29.17,61.9
2016.01,South Africa,13.18,104,34.75,24.38,29.15,32.27,126.1
2016.01,Philippines,6.72,105,34.73,21.27,34.56,18.59,42.86
2016.01,Bosnia And Herzegovina,5.83,106,34.59,20.77,29.77,24.07,60.64
2016.01,Sri Lanka,8.6,107,34.11,21.85,38.52,21.15,32.95
2016.01,Albania,7.12,108,33.81,20.98,27.33,27.59,43.58
2016.01,Serbia,6.69,109,33.56,20.65,25.77,25.64,49.62
2016.01,Syria,8.02,110,31.75,20.35,29.84,23.68,25.83
2016.01,North Macedonia,5.92,111,31.05,18.97,26.14,21.17,46.74
2016.01,Tunisia,7.05,112,30.67,19.32,29.9,18.34,46.24
2016.01,Colombia,9.46,113,29.25,19.74,24.72,20.86,45.99
2016.01,Azerbaijan,11.08,114,28.93,20.35,24.16,28.41,41.07
2016.01,Algeria,7.1,115,28.89,18.42,30.5,18.77,49.46
2016.01,Georgia,10.64,116,28.71,20.02,24.61,26.9,30.88
2016.01,Ukraine,9.47,117,28.56,19.39,22.43,22.75,29.66
2016.01,Nepal,3,118,27.34,15.64,24.99,14.43,31.2
2016.01,Kazakhstan,9.53,119,26.82,18.52,21.48,27.65,59.3
2016.01,Pakistan,4.68,120,26.69,16.11,25.4,20.64,43.34
2016.01,Moldova,7.12,121,25.7,16.77,20.38,18.64,32.04
2016.01,India,6.37,122,24.14,15.6,24.92,15.31,89.65
2016.06,Bermuda,107.42,1,140.31,124.95,133.66,140.06,104.04
2016.06,Switzerland,59.58,2,125.67,94.81,122.56,123.98,153.9
2016.06,Bahamas,38.53,3,106.32,74.67,98.91,97.74,43.16
2016.06,Norway,41.25,4,104.26,74.84,94.2,118.75,115.01
2016.06,Iceland,42.79,5,99.68,73.12,89.26,110.28,84.37
2016.06,Japan,33.48,6,93.03,65.23,96.7,53.71,107.31
2016.06,Singapore,81.19,7,87.83,84.73,76.21,61.85,97.99
2016.06,Denmark,34.83,8,84.38,61.24,64.35,101.02,135.24
2016.06,New Zealand,34.93,9,81.53,59.77,71.91,82.18,108.61
2016.06,Luxembourg,50.49,10,81.46,67,66.01,93.38,144.75
2016.06,Kuwait,38.68,11,80.05,60.73,90.8,46.46,103.45
2016.06,Australia,44.98,12,79.73,63.51,73.76,78.12,137.26
2016.06,Ireland,41.54,13,78.69,61.34,63.18,85.03,115.49
2016.06,Hong Kong,82.33,14,78.2,80.13,79.45,54.24,91.79
2016.06,Sweden,27.74,15,77.63,54.34,67.97,81.03,117.26
2016.06,France,27.63,16,76.89,53.89,69.39,76.74,105.38
2016.06,Belgium,31.74,17,76.21,55.45,64.84,86.29,99.28
2016.06,Israel,29.05,18,75.23,53.67,61.85,80.69,103.82
2016.06,South Korea,29.06,19,74.45,53.26,85.38,43.67,108.37
2016.06,Finland,29.51,20,74.39,53.44,62.31,80.29,123.42
2016.06,United States,41.52,21,73.21,58.41,72.16,69.2,130.17
2016.06,Netherlands,35.6,22,73.03,55.56,55.21,83.59,120.12
2016.06,United Kingdom,35.06,23,72.73,55.14,57.71,83.61,109.78
2016.06,Austria,28.61,24,71.79,51.63,64.87,70.2,103.54
2016.06,Italy,23.29,25,69.65,48.01,57.34,77.48,102.59
2016.06,Canada,30.88,26,69.09,51.24,66.94,66.75,118.08
2016.06,Qatar,70.63,27,67.98,69.22,54.85,72.57,131.01
2016.06,Germany,26.66,28,66.79,48.05,51.95,62.83,136.14
2016.06,United Arab Emirates,70.34,29,65.74,67.89,53.55,63.39,126.15
2016.06,Puerto Rico,20.58,30,65.44,44.49,62.01,58.76,90.05
2016.06,Macao,44.08,31,63.7,54.54,53.83,47.69,87.24
2016.06,Malta,22.93,32,62.12,43.82,50.48,69.33,73.92
2016.06,Lebanon,34.15,33,60.13,48,44.39,59.57,59.24
2016.06,Belize,11.99,34,58.44,36.75,48.91,34.16,146.97
2016.06,Uruguay,16.61,35,57.87,38.61,46.96,52.49,41.68
2016.06,Taiwan,16.1,36,57.36,38.1,65,27.52,113.24
2016.06,Spain,20.71,37,57.01,40.06,45.27,57.87,94.8
2016.06,Cyprus,14.51,38,56.81,37.06,45.95,61.43,86.43
2016.06,Ghana,45.01,39,56.25,51,53.19,43.28,16.92
2016.06,Costa Rica,18.22,40,56.12,38.42,53.17,45.87,59.74
2016.06,Greece,10.66,41,55.64,34.64,43.82,57.33,67.32
2016.06,Jordan,12.68,42,55.51,35.52,45.36,56.15,46.5
2016.06,Argentina,15.46,43,55.31,36.71,44.55,56.23,61.29
2016.06,Jamaica,12.92,44,55.3,35.51,52.38,38.59,41.19
2016.06,Brunei,23.14,45,54.48,39.84,53.28,36.56,74.13
2016.06,Slovenia,15.76,46,54.06,36.18,43.47,45.4,83.35
2016.06,Trinidad And Tobago,22.12,47,53.33,38.76,49.52,51.99,61.78
2016.06,Zimbabwe,14.57,48,53.27,35.2,44.89,42.92,30.79
2016.06,Bahrain,35.03,49,53.01,44.61,48.53,50.1,91.53
2016.06,Palestine,10.8,50,52.39,32.97,48,40.55,54.06
2016.06,Panama,32.82,51,51.92,43,51.26,42.55,41.65
2016.06,Estonia,15.09,52,50.52,33.98,37.13,48.9,72.33
2016.06,Fiji,24.16,53,49.92,37.89,53.45,36.55,34.92
2016.06,Portugal,16.96,54,49.82,34.48,38.86,42.9,68.38
2016.06,Dominican Republic,12.2,55,49.74,32.21,42.72,40.81,31.54
2016.06,Croatia,11.04,56,49.39,31.48,39.91,39.76,63.93
2016.06,Brazil,15.82,57,49.13,33.58,37.03,41.15,46.89
2016.06,Mauritius,13.77,58,49.07,32.59,42.43,36.76,57.66
2016.06,Oman,28.29,59,49.04,39.35,45.98,46.25,130.97
2016.06,Tanzania,24.72,60,48.42,37.36,40.13,33.96,56.68
2016.06,Latvia,12.83,61,47.98,31.57,35.7,42.3,56.59
2016.06,Chile,15.75,62,47.86,32.87,40.83,40.98,70.01
2016.06,Honduras,10.42,63,47.19,30.02,39.86,33.86,56.22
2016.06,Lithuania,13.06,64,46.94,31.12,36.03,40.74,57.75
2016.06,Turkey,12.5,65,46.68,30.72,39.15,33.93,59.85
2016.06,Iraq,16.89,66,46.38,32.61,37.9,44.78,62.53
2016.06,Saudi Arabia,14.65,67,46.3,31.52,38.62,28.83,161.43
2016.06,Slovakia,17.38,68,45.75,32.5,39.41,34.76,67.63
2016.06,China,22.32,69,45.71,34.79,48.36,29.52,68.42
2016.06,Cambodia,15.42,70,44.99,31.18,47.26,21.88,16.11
2016.06,Ecuador,12.89,71,43.98,29.46,41.54,30.26,42.2
2016.06,Ethiopia,23.06,72,43.41,33.91,33.76,23.75,19.02
2016.06,Zambia,19.11,73,43.11,31.9,35.15,30.95,124.4
2016.06,El Salvador,9.11,74,42.89,27.12,36.57,32.7,34.71
2016.06,Guatemala,12.3,75,42.4,28.35,40.41,30.19,54.52
2016.06,Hungary,12.61,76,42.27,28.42,32.58,33.32,50.74
2016.06,Malaysia,12.83,77,42.24,28.51,42.93,22.27,83.06
2016.06,Thailand,16.1,78,41.98,29.9,44.72,21.79,37.17
2016.06,Czech Republic,15.62,79,41.6,29.47,35.03,29.23,82.75
2016.06,Libya,16.06,80,41.27,29.5,40.28,31.73,54.93
2016.06,Namibia,18.89,81,40.66,30.5,35.35,38.83,51.84
2016.06,Venezuela,7.3,82,40.34,24.91,35.96,43.42,2.91
2016.06,Montenegro,10.52,83,40.28,26.38,31.25,37.04,49.72
2016.06,Uzbekistan,12.51,84,39.8,27.06,34.85,29.51,24.74
2016.06,Vietnam,16.34,85,39.11,28.48,37.76,20.47,24.06
2016.06,Indonesia,10.68,86,38.41,25.46,42.05,19.29,33.75
2016.06,Poland,14.79,87,38.39,27.37,29.39,32.67,75.34
2016.06,Peru,15.74,88,38.36,27.8,33.62,26.66,48.23
2016.06,Iran,16.28,89,38.21,27.97,32.33,35.44,46.7
2016.06,Kenya,12.03,90,38.1,25.93,34.31,29.45,33.07
2016.06,South Africa,15.41,91,37.76,27.32,30.76,35.78,111.44
2016.06,Botswana,10.5,92,37.72,25.01,31.21,31.66,64.46
2016.06,Bolivia,10.82,93,37.6,25.09,29.42,28.32,51.11
2016.06,Bulgaria,9.53,94,37,24.18,30.23,30.8,54.29
2016.06,Romania,9.75,95,35.73,23.6,28.46,30.33,57.12
2016.06,Morocco,11.26,96,35.66,24.27,30.56,24.72,43.2
2016.06,Russia,16.74,97,35.63,26.81,28.2,39.39,52.6
2016.06,Philippines,7.78,98,35.27,22.43,33.59,20.51,38.41
2016.06,Bosnia And Herzegovina,6.32,99,35.13,21.68,29.14,25.18,56.2
2016.06,Bangladesh,5.76,100,34.94,21.31,30.5,22.93,41.26
2016.06,Uganda,7.3,101,34.6,21.85,28.5,20.75,20.17
2016.06,Serbia,7.67,102,34.55,22,24.91,28.82,44.83
2016.06,Belarus,12.71,103,34.4,24.27,27.37,40.16,38.61
2016.06,Armenia,11.07,104,33.85,23.21,25.77,31.19,30.43
2016.06,Albania,7.42,105,33.41,21.28,26.22,28.48,39.52
2016.06,Mexico,10.11,106,33.07,22.35,30.42,28.98,66.91
2016.06,Nigeria,16.93,107,32.71,25.34,29.86,22.98,35.13
2016.06,Egypt,8.14,108,32.62,21.19,28.88,28.14,37.14
2016.06,Colombia,11.04,109,32.4,22.42,26.33,23.88,40.77
2016.06,Mozambique,18.44,110,32.22,25.79,26.9,31.23,49.84
2016.06,Sri Lanka,8.26,111,32.12,20.98,35,19.07,30.44
2016.06,North Macedonia,6.46,112,32.04,20.09,25.64,22.38,42.8
2016.06,Georgia,10.96,113,31.6,21.96,25.62,31.59,33.49
2016.06,Algeria,7.95,114,30.08,19.75,29.97,20.88,42.24
2016.06,Syria,7.74,115,29.82,19.51,26.52,24.57,17.81
2016.06,Azerbaijan,11.53,116,29.1,20.9,23.59,29.94,36.69
2016.06,Tunisia,6.72,117,28.97,18.58,27.03,18.7,42.47
2016.06,Nepal,3.3,118,28,16.46,23.97,15.47,28.29
2016.06,Kazakhstan,11.23,119,27.98,20.16,22.04,29.3,48.15
2016.06,Ukraine,10.15,120,26.95,19.11,20.39,21.13,27.5
2016.06,Moldova,7.6,121,26.9,17.89,20.25,19.13,30.09
2016.06,Pakistan,5.22,122,26.33,16.47,23.76,20.64,42.32
2016.06,India,6.99,123,24.02,16.07,23.56,16.42,83.16
2017.01,Bermuda,104.76,1,146.19,126.34,139.55,151.39,91.65
2017.01,Switzerland,56.57,2,122.06,90.68,122.72,119.85,95.35
2017.01,Iceland,46.53,3,111.71,80.47,103.88,119.74,77.62
2017.01,Norway,39.88,4,106.31,74.47,98.31,117.13,105.58
2017.01,Bahamas,40.59,5,104.05,73.63,103.52,89.95,34.76
2017.01,Us Virgin Islands,37.23,6,85.86,62.56,75.41,81.12,95.82
2017.01,Japan,27.56,7,85.28,57.62,89.92,47.83,102.52
2017.01,Italy,21.49,8,83.7,53.89,73.94,76.24,71.83
2017.01,Denmark,35.02,9,83.02,60.01,63.84,101.01,98.76
2017.01,Singapore,70.22,10,82.41,76.57,71.68,58.33,92.7
2017.01,New Zealand,33.8,11,80.77,58.26,73.13,77.46,89.87
2017.01,Australia,42.54,12,80.66,62.39,76.87,77.12,101.94
2017.01,Hong Kong,84.08,13,79.96,81.93,81.88,54.87,81.45
2017.01,Israel,28.44,14,77.74,54.11,65.39,81.35,94.47
2017.01,Luxembourg,49.95,15,77.28,64.18,65.94,87.3,97.4
2017.01,Ireland,40.64,16,76.98,59.56,62.21,81.38,103.52
2017.01,Sweden,26.86,17,75.88,52.39,67.94,78.27,107.23
2017.01,United States,40.3,18,75.42,58.59,75.57,70.02,123.17
2017.01,South Korea,22.02,19,75.41,49.82,88.52,44.62,102.38
2017.01,Belgium,29.64,20,75.36,53.44,65.77,82.34,91.02
2017.01,Kuwait,37.82,21,75.24,57.31,81.39,45.79,69.68
2017.01,France,24.83,22,74.89,50.9,69.54,72.89,87.29
2017.01,Finland,26.95,23,73.06,50.96,61.47,76.43,114.97
2017.01,Netherlands,32.45,24,72.47,53.29,55.95,82.27,86.52
2017.01,Austria,25.86,25,71.52,49.64,65.86,66.94,95.66
2017.01,Uruguay,18.57,26,70.29,45.5,56.82,67.62,32.86
2017.01,Canada,29.84,27,70.16,50.83,69.26,65.65,108.01
2017.01,Puerto Rico,19.55,28,69.59,45.61,66.84,63.26,83.05
2017.01,United Kingdom,30.98,29,69.49,51.03,55.85,76.84,96.85
2017.01,Qatar,66.81,30,69.2,68.06,56.09,72.73,111.28
2017.01,United Arab Emirates,68.84,31,67.98,68.39,55.36,63.92,116.77
2017.01,Germany,25.35,32,65.5,46.26,50.09,62.62,124.88
2017.01,Malta,23.2,33,62.8,43.82,52.83,66.89,68.09
2017.01,Macao,39,34,62.56,51.27,56.33,48.56,86.41
2017.01,Lebanon,30.89,35,61.65,46.91,46.92,60.23,53.61
2017.01,Taiwan,14.8,36,61.38,39.06,72.89,28.14,118.57
2017.01,Ghana,46.73,37,60.48,53.89,56.35,43.38,14.52
2017.01,Jordan,12.51,38,59.22,36.83,50.19,56.19,42.27
2017.01,Costa Rica,18.76,39,58.57,39.5,57.55,45.38,53.63
2017.01,Bahrain,31.64,40,57.78,45.26,55.45,49.24,94.78
2017.01,Jamaica,11.92,41,56.9,35.34,55.96,39.04,36.61
2017.01,Panama,31.86,42,56.88,44.89,57.44,47.42,38.48
2017.01,Trinidad And Tobago,21.09,43,56.15,39.35,53.54,51.94,57.14
2017.01,Greece,10.2,44,55.87,33.98,44.95,54.62,58.24
2017.01,Belize,11.35,45,55.8,34.5,49.35,33.41,134.33
2017.01,Mongolia,29.65,46,55.56,43.14,53.99,31.81,22.83
2017.01,Spain,18.83,47,54.98,37.65,44.68,53.68,87.87
2017.01,Cyprus,12.28,48,54.07,34.04,44.06,58.05,95.92
2017.01,Palestine,10.31,49,53.46,32.78,50.02,37.8,50.54
2017.01,Slovenia,14.06,50,53.24,34.46,43.48,43.13,78.23
2017.01,Fiji,27.43,51,53.11,40.8,57.09,36.84,33.67
2017.01,Brazil,15.52,52,53.07,35.07,41.65,42.33,42.38
2017.01,Oman,27.92,53,52.59,40.77,49.34,51.26,111.86
2017.01,Argentina,13.92,54,52.57,34.05,44.06,50.37,58.4
2017.01,Dominican Republic,12.54,55,52.09,33.14,46.92,42.31,29.08
