Year,Country,Rent Index,Cost of Living Rank,Cost of Living Index,Cost of Living Plus Rent Index,Groceries Index,Restaurant Price Index,Local Purchasing Power Index
2022.06,Mexico,12.05,88,35.14,24.15,34.85,31.94,41.1
2022.06,Poland,14.15,89,35.06,25.12,28.39,31.4,60.65
2022.06,Romania,9.98,90,34.93,23.06,30.54,29.74,48.84
2022.06,Georgia,15.45,91,34.85,25.62,30.42,32.14,25.13
2022.06,Brazil,8.46,92,34.81,22.28,29.99,25.58,27.28
2022.06,Montenegro,11.05,93,34.74,23.47,29.19,27.5,37.23
2022.06,Hungary,11.13,94,34.64,23.46,30.85,28.23,53.24
2022.06,Malaysia,9.73,95,34.41,22.67,37.1,19.85,59.41
2022.06,Mongolia,9.1,96,33.69,21.99,34.51,26.39,23.62
2022.06,Philippines,10.34,97,33.62,22.55,33.61,20.08,20.06
2022.06,Albania,8.22,98,33.6,21.53,27.65,22.94,28.65
2022.06,Kenya,7.49,99,33.36,21.05,31.39,28.15,32.19
2022.06,Serbia,7.54,100,33.35,21.07,26.79,27.18,41.56
2022.06,Myanmar,19.26,101,33.14,26.54,35.62,18.18,28.1
2022.06,Bolivia,8.54,102,32.57,21.14,29.14,22.99,36.5
2022.06,Cameroon,5.49,103,32.5,19.65,33.26,21.47,16.95
2022.06,Bosnia And Herzegovina,5.31,104,32.24,19.42,28.57,20.8,46.51
2022.06,Indonesia,8.2,105,32.2,20.78,35.14,16.73,25.52
2022.06,Argentina,6.88,106,32.13,20.12,26.83,27.99,33.64
2022.06,Somalia,5.03,107,31.92,19.13,35,24.82,30.7
2022.06,Iraq,9.44,108,31.81,21.17,27.78,25.89,43.58
2022.06,Uganda,9.03,109,31.41,20.76,28.69,22.04,11.76
2022.06,Rwanda,13.39,110,30.82,22.53,26.69,25.02,26.3
2022.06,Peru,10.18,111,30.74,20.95,29.23,20.23,28.52
2022.06,Ukraine,10.79,112,30.7,21.22,27.11,26.24,36.29
2022.06,Paraguay,9.52,113,30.24,20.38,26.15,22.37,25.45
2022.06,Tanzania,10.09,114,30.13,20.6,28.2,21.42,17.67
2022.06,Nigeria,32.85,115,30.01,31.36,33.07,20,8.25
2022.06,Ghana,17.93,116,29.98,24.25,31.08,22.73,17.06
2022.06,Morocco,7.27,117,29.71,19.03,26.43,20.4,32.67
2022.06,Bangladesh,3.57,118,29.28,17.05,27.95,17.55,25.34
2022.06,Moldova,7.4,119,28.92,18.68,24.44,23.96,33.37
2022.06,North Macedonia,5.05,120,28.51,17.35,24.75,19.43,35.57
2022.06,Turkey,6.48,121,28.38,17.96,23.7,17.25,28.04
2022.06,Azerbaijan,6.4,122,28.33,17.9,25.66,24.95,29.36
2022.06,Kazakhstan,8.39,123,26.45,17.86,23.73,25.19,35.23
2022.06,Belarus,8.32,124,26.39,17.8,24.17,25.8,32.31
2022.06,Uzbekistan,9.84,125,26.3,18.47,25.31,22.58,24.06
2022.06,Egypt,5.49,126,26.27,16.39,24.62,22.05,21.72
2022.06,Nepal,3.79,127,26.18,15.53,24.61,18.1,19.97
2022.06,Kyrgyzstan,7.63,128,25.83,17.17,25.43,21.08,23.94
2022.06,Syria,4.44,129,25.82,15.65,23.66,18.27,5.72
2022.06,Tunisia,4.89,130,25.48,15.69,24.91,14.13,28.62
2022.06,Colombia,7.82,131,25.23,16.95,22.98,18.3,28.27
2022.06,Kosovo (Disputed Territory),6.85,132,25.23,16.49,23.5,15.92,38.91
2022.06,Algeria,3.84,133,25.08,14.98,27.36,12.5,25.42
2022.06,Libya,5.05,134,24.6,15.3,24.87,19.73,30.05
2022.06,India,6.15,135,23.89,15.45,25.56,16.44,76.44
2022.06,Sri Lanka,5.66,136,22.41,14.45,26.85,10.97,15.28
2022.06,Pakistan,3.43,137,17.78,10.95,15.77,13.55,24.45
2023.01,Bermuda,96.3,1,141.8,120,143.3,142,79.5
2023.01,Switzerland,50.2,2,114.2,83.5,113.9,109.5,118.7
2023.01,Cayman Islands,75.7,3,103.4,90.1,96.4,92.4,76.7
2023.01,Bahamas,39.6,4,90.9,66.3,74.1,94.8,43.2
2023.01,Barbados,21.2,5,88.8,56.4,80.1,82.7,36.8
2023.01,Norway,30.9,6,88.6,60.9,81.8,90.6,95
2023.01,Singapore,85.3,7,85.9,85.6,74,58.4,95.6
2023.01,Iceland,36.7,8,83.3,61,78.3,86.9,90.1
2023.01,Jersey,53.9,9,80,67.4,62.4,90.8,72.6
2023.01,Denmark,30.4,10,78.6,55.5,62.4,91.9,105
2023.01,Israel,30.4,11,76.4,54.4,63.8,85,80.5
2023.01,Hong Kong (China),66.3,12,75.7,71.2,79.5,53.6,67.7
2023.01,Australia,39,13,75.3,57.9,73.3,66.2,110.9
2023.01,Luxembourg,48.3,14,73.2,61.3,67,78.9,127.1
2023.01,New Zealand,31.9,15,72.9,53.2,69.4,69.7,93
2023.01,United States,47.1,16,72.4,60.3,71.4,70.8,115.7
2023.01,Guernsey,46.2,17,71,59.1,66.1,70.5,77.2
2023.01,Ireland,44.4,18,70.5,58,55.8,71.9,82.6
2023.01,South Korea,17.5,19,70.4,45,87.5,37.6,85.5
2023.01,Macao (China),34.9,20,68.8,52.5,74.4,48.2,80.2
2023.01,France,24.6,21,68.7,47.5,65.1,66.9,86.2
2023.01,Netherlands,33.4,22,68.6,51.7,57.4,67.6,107.8
2023.01,Finland,22.7,23,67.5,46,58.2,70.4,98.8
2023.01,Puerto Rico,23.2,24,67,46,66.4,59,62.1
2023.01,Canada,33.4,25,66.1,50.4,64.2,62.8,102.1
2023.01,Austria,23.1,26,66,45.4,58,63.5,91.2
2023.01,Lebanon,19.2,27,65.8,43.5,65.3,48,22.7
2023.01,Belgium,22.4,28,65.6,44.9,54.5,69,94.5
2023.01,Japan,20.8,29,64.6,43.6,66.5,37.9,100.4
2023.01,Germany,26.1,30,62.9,45.3,50.9,56.2,107.6
2023.01,Sweden,22.7,31,62.9,43.6,55.2,64.3,101.2
2023.01,Isle Of Man,27.8,32,61.8,45.5,50.1,76.5,167.7
2023.01,United Kingdom,30.3,33,61.5,46.6,47.7,67.9,98.9
2023.01,Malta,25.7,34,61.4,44.3,52,64.7,50.6
2023.01,Italy,20.5,35,61.3,41.7,51.9,61.9,66.5
2023.01,United Arab Emirates,34,36,60.3,47.6,46.6,56.6,123.4
2023.01,Uruguay,15.9,37,59.9,38.8,48.1,59.5,38.4
2023.01,Qatar,50,38,59.5,54.9,47.7,58.3,123.6
2023.01,Yemen,7.9,39,58.8,34.4,66.6,31.2,18.6
2023.01,Cyprus,27.4,40,55.9,42.2,45,55,54.8
2023.01,Brunei,17.9,41,55.2,37.3,64.5,33.8,60.7
2023.01,Maldives,27,42,55,41.6,49.8,34.6,33.9
2023.01,Estonia,16.4,43,54.8,36.4,42.4,55.1,61.4
2023.01,Greece,12.9,44,54.6,34.6,42.4,50.1,41.9
2023.01,Taiwan (China),15.3,45,54.2,35.5,63.3,27.9,71.3
2023.01,Jamaica,13.6,46,53.6,34.4,55.1,37.1,28.9
2023.01,Trinidad And Tobago,13.7,47,53.3,34.3,51.5,50.4,38.9
2023.01,Bahrain,25.4,48,52.7,39.6,40.9,47.3,81.7
2023.01,Cuba,16,49,52.6,35.1,48.6,29.9,1.6
2023.01,Latvia,10.9,50,50.9,31.7,40.2,43.7,52.9
2023.01,Slovenia,16.6,51,50.8,34.4,43.9,43.6,61.7
2023.01,Palestine,9.6,52,50.7,31,43.7,37.5,39.8
2023.01,Spain,21.7,53,50.6,36.7,41,51.5,82.5
2023.01,Saudi Arabia,12,54,50.6,32.1,41.7,38,101.9
2023.01,Czech Republic,19.1,55,48.9,34.7,40.7,36.6,71.8
2023.01,Costa Rica,14.9,56,48.8,32.5,46.7,41.4,41.5
2023.01,Lithuania,16.8,57,48.8,33.4,39,48.1,56.7
2023.01,Panama,19.7,58,48.2,34.5,46,41.4,36.4
2023.01,Belize,11.7,59,48,30.6,44.8,30.8,49.2
2023.01,Oman,15.8,60,47.8,32.5,42.6,40.1,108.2
2023.01,Guyana,9.5,61,47.3,29.2,48.7,42.2,23.3
2023.01,Kuwait,27.1,62,46.8,37.4,32.9,42.2,96.7
2023.01,Jordan,8.8,63,46.8,28.6,38.7,40.6,38
2023.01,Croatia,12.2,64,46.7,30.2,39.5,39.5,56.2
2023.01,Senegal,22.2,65,46.4,34.8,38.1,43.3,21.7
2023.01,Portugal,21.9,66,45.3,34.1,36,38.7,51.7
2023.01,Cambodia,13.8,67,44.5,29.8,43.9,26.2,15.5
2023.01,Slovakia,14.9,68,44.2,30.2,40,33.6,56.3
2023.01,Chile,13.4,69,44.1,29.4,39.9,42.4,37.3
2023.01,El Salvador,14.8,70,43.3,29.6,43.5,31.3,22.7
2023.01,Ivory Coast,15.5,71,42.7,29.6,35.2,27.5,7.8
2023.01,Ethiopia,17.1,72,42.3,30.2,34.3,19.7,11.6
2023.01,Mauritius,10.9,73,42.2,27.2,41.6,32.3,30.8
2023.01,Dominican Republic,11.9,74,41.8,27.5,36.8,33.9,23
2023.01,Venezuela,7.4,75,41.6,25.2,37.1,43.6,12.4
2023.01,Russia,12.8,76,40.8,27.4,33.4,39.2,40.9
2023.01,Armenia,23.5,77,40.8,32.5,34.3,36.1,25.5
2023.01,Zimbabwe,11.5,78,40.8,26.7,35,32.5,18.7
2023.01,Thailand,13.3,79,40.7,27.6,42,21,33.2
2023.01,Bulgaria,10,80,40.5,25.9,35.7,35.8,51.2
2023.01,Guatemala,13.8,81,40.2,27.5,38.9,28.5,29.7
2023.01,Hungary,11.6,82,39.2,26,34.8,32.3,53.1
2023.01,China,18.8,83,39.2,29.4,41,27,62.3
2023.01,Georgia,19.3,84,38.9,29.5,33.9,36.7,25.9
2023.01,Montenegro,13.5,85,38.9,26.7,32.4,32.9,40.4
2023.01,Honduras,9.3,86,38.8,24.7,33.1,26.2,35.4
2023.01,Poland,16,87,38.6,27.8,30.8,34,64
2023.01,Fiji,15.1,88,38.5,27.3,41.9,30.7,65.5
2023.01,South Africa,14,89,37.8,26.4,30.1,34.8,83.9
2023.01,Albania,9.1,90,37.4,23.9,31.3,26.5,30.1
2023.01,Romania,9.9,91,37.4,24.2,32,33,52.5
2023.01,Mexico,12.8,92,37.3,25.5,36.6,34,43.5
2023.01,Serbia,10.6,93,37.2,24.4,30.6,30.2,39.6
2023.01,Nicaragua,7.8,94,36.8,22.9,34.3,26,21.7
2023.01,Namibia,11.8,95,35.8,24.3,30.9,39.1,51.3
2023.01,Vietnam,11.2,96,35.7,24,35.9,18.1,31.5
2023.01,Belarus,10,97,35.4,23.2,31,37.2,36.4
2023.01,Iran,14.6,98,35.2,25.3,26.2,24.6,21.1
2023.01,Bosnia And Herzegovina,5.9,99,35.1,21.1,30.8,21.8,48.6
2023.01,Ecuador,9.7,100,35.1,22.9,31.9,26.6,37
2023.01,Malaysia,9.8,101,35,22.9,36.7,20.5,65.7
2023.01,Brazil,8.3,102,34.7,22.1,29.3,26.4,28.7
2023.01,Botswana,7.5,103,34.4,21.5,30.5,32.7,63.6
2023.01,Philippines,9.8,104,34,22.4,33.4,20.9,22.4
2023.01,Cameroon,5.7,105,33.6,20.3,33.8,22.3,18.4
2023.01,Myanmar,20,106,32.9,26.7,33.8,18.4,29.7
2023.01,Peru,11.1,107,32.4,22.2,29.4,22.3,31.3
2023.01,Kenya,7.8,108,32.4,20.6,29.8,27,32.8
2023.01,Moldova,8.3,109,32.3,20.8,26.8,27.7,33.1
2023.01,Uganda,9,110,32.1,21,27.8,23.1,12.5
2023.01,Bolivia,8.2,111,31.9,20.5,27.8,23.4,37.4
2023.01,Iraq,9.2,112,31.4,20.8,26.6,25.1,44.5
2023.01,North Macedonia,5.7,113,31.4,19.1,27.1,21.3,38.2
2023.01,Mongolia,8.3,114,31.2,20.2,31.2,25.5,24.3
2023.01,Argentina,6.9,115,31.2,19.5,25.7,26.8,36.8
2023.01,Indonesia,8.3,116,31.2,20.2,33.1,16,27.5
2023.01,Nigeria,33.3,117,30.9,32,32.4,22.2,8.4
2023.01,Tanzania,9.9,118,30.8,20.8,28.4,21.9,20.5
2023.01,Rwanda,14.2,119,30,22.4,26.3,24.2,30
2023.01,Morocco,7.5,120,29.3,18.8,25.4,19.7,33.6
2023.01,Azerbaijan,7.5,121,28.9,18.7,25.4,26.9,32
2023.01,Paraguay,9.3,122,28.6,19.4,24.4,21.4,27.8
2023.01,Kosovo (Disputed Territory),8,123,28.4,18.6,25.1,19.6,37.6
2023.01,Kazakhstan,11.5,124,28.1,20.2,25,26.4,38.1
2023.01,Turkey,7.2,125,28.1,18.1,23.2,18.3,31
2023.01,Algeria,4.3,126,27.6,16.5,30.1,13.6,26.9
2023.01,Uzbekistan,10.7,127,27,19.2,25.4,22.9,24.8
2023.01,Ghana,14.6,128,26.7,20.9,26.5,23.6,17.2
2023.01,Bangladesh,3.2,129,26.6,15.4,25.2,16.6,26.9
2023.01,Tunisia,5,130,26.5,16.2,25.6,14.4,30
2023.01,Syria,4.5,131,26.1,15.7,23.7,19,5.5
2023.01,Kyrgyzstan,9.3,132,25.9,18,24.7,23.5,25.5
2023.01,Ukraine,8.1,133,25.6,17.2,22.2,21.2,38.1
2023.01,Sri Lanka,5.4,134,25.3,15.8,31,12,16
2023.01,Nepal,3.7,135,24.8,14.7,22.8,17.3,21.8
2023.01,Libya,5.2,136,24.2,15.1,23.1,19.3,32.1
2023.01,Colombia,7,137,23.1,15.4,21,17.3,31.1
2023.01,India,5.5,138,22.4,14.3,23.3,15.7,64.6
2023.01,Egypt,4.3,139,21.6,13.3,19.6,18,21.9
2023.01,Pakistan,3.4,140,18,11,15.4,13.7,24.4
