Year,Country,Property Price Rank,Price To Income Ratio,Gross Rental Yield City Centre,Gross Rental Yield Outside of Centre,Price To Rent Ratio City Centre,Price To Rent Ratio Outside Of City Centre,Mortgage As A Percentage Of Income,Affordability Index
2013.01,Thailand,18,17.67,5.62,4.45,17.79,22.49,151.88,0.66
2013.01,Serbia,19,17.4,3.15,3.46,31.76,28.94,174.6,0.57
2013.01,North Macedonia,20,17.25,3.34,3.61,29.9,27.68,199.78,0.5
2013.01,Algeria,21,17.18,2.38,2.67,42.05,37.51,159.84,0.63
2013.01,Philippines,22,16.35,5.13,4.03,19.5,24.79,202.55,0.49
2013.01,Ukraine,23,15.52,5.52,5.31,18.13,18.82,273.26,0.37
2013.01,Iran,24,15.51,5.35,6.17,18.68,16.2,287.33,0.35
2013.01,Taiwan,25,15.51,1.59,6.59,62.83,15.17,94.18,1.06
2013.01,Montenegro,26,15.12,3.03,3.71,33.02,26.96,163.3,0.61
2013.01,Albania,27,15.04,3.27,5.64,30.56,17.73,145.38,0.69
2013.01,Colombia,28,14.89,4.83,4.93,20.72,20.27,196.69,0.51
2013.01,Ethiopia,29,14.47,22.69,12.89,4.41,7.76,179.27,0.56
2013.01,Romania,30,14.33,4.82,4.66,20.74,21.48,143.87,0.7
2013.01,Vietnam,31,13.77,8.17,8.49,12.24,11.77,205.55,0.49
2013.01,Lithuania,32,13.67,3.82,3.94,26.19,25.37,117.52,0.85
2013.01,Brazil,33,13.33,4.8,4.95,20.83,20.22,157.06,0.64
2013.01,Ecuador,34,13.33,7.59,6.93,13.17,14.43,143.96,0.69
2013.01,Sri Lanka,35,13.05,9.01,4.25,11.1,23.55,161.63,0.62
2013.01,Peru,36,13.04,4.16,4.85,24.05,20.6,145.9,0.69
2013.01,Croatia,37,13,2.95,2.88,33.87,34.77,120.95,0.83
2013.01,Poland,38,13,3.95,4.82,25.29,20.74,111.76,0.89
2013.01,Kazakhstan,39,12.81,7.81,8.38,12.81,11.93,199.64,0.5
2013.01,Italy,40,12.59,3.05,3.83,32.74,26.12,99.7,1
2013.01,Tunisia,41,12.22,4.04,7.62,24.77,13.12,136.71,0.73
2013.01,Slovenia,42,12.1,3.81,3.87,26.25,25.82,100.88,0.99
2013.01,Russia,43,12,6.55,6.43,15.28,15.55,168.71,0.59
2013.01,Nigeria,44,11.8,4.14,6.64,24.18,15.07,224.09,0.45
2013.01,Bosnia And Herzegovina,45,11.7,2.69,3.31,37.17,30.24,108.83,0.92
2013.01,Greece,46,11.56,3.16,3.51,31.61,28.49,91.57,1.09
2013.01,Uruguay,47,11.54,6.9,5.68,14.5,17.59,148.39,0.67
2013.01,Trinidad And Tobago,48,11.53,8.43,5.3,11.87,18.88,120.03,0.83
2013.01,South Korea,49,11.52,2.22,2.71,45.09,36.85,91.22,1.1
2013.01,Egypt,50,11.16,6.3,7.17,15.88,13.95,124.84,0.8
2013.01,Bangladesh,51,11.11,4.44,4.16,22.53,24.04,185.44,0.54
2013.01,Dominican Republic,52,11.04,6.62,7.73,15.1,12.93,184.27,0.54
2013.01,Iraq,53,10.75,7.72,7.48,12.95,13.36,189.22,0.53
2013.01,Hungary,54,10.71,3.89,4.08,25.72,24.51,107.54,0.93
2013.01,Czech Republic,55,10.33,4.67,4.46,21.43,22.41,75.11,1.33
2013.01,Israel,56,10.32,3.91,4.11,25.61,24.31,75.01,1.33
2013.01,Panama,57,10.31,10.18,9.51,9.83,10.52,88.66,1.13
2013.01,Argentina,58,10.23,4.51,5.35,22.19,18.71,208.58,0.48
2013.01,Bulgaria,59,10.22,5.44,5.6,18.38,17.86,102.61,0.97
2013.01,Latvia,60,10,5.09,4.58,19.64,21.83,72.72,1.38
2013.01,India,61,9.96,3.18,3.58,31.49,27.9,123.35,0.81
2013.01,Spain,62,9.45,3.38,4.31,29.62,23.21,68.71,1.46
2013.01,Kenya,63,9.42,7.12,7.27,14.04,13.76,165.75,0.6
2013.01,Finland,64,9.38,3.32,4.04,30.11,24.77,59.61,1.68
2013.01,Estonia,65,9.26,4.46,4.5,22.43,22.22,61.62,1.62
2013.01,Chile,66,9.25,5.44,4.82,18.4,20.75,79.52,1.26
2013.01,Bolivia,67,8.77,6.75,5.97,14.81,16.74,81.59,1.23
2013.01,Jordan,68,8.54,7.57,6.13,13.2,16.3,87.34,1.14
2013.01,Austria,69,8.46,3.76,4.58,26.63,21.83,61.49,1.63
2013.01,Sweden,70,8.44,2.68,3.67,37.33,27.25,61.22,1.63
2013.01,France,71,8.38,3.44,4.04,29.1,24.75,60.9,1.64
2013.01,Australia,72,8.12,4.64,5.31,21.53,18.84,74.43,1.34
2013.01,Portugal,73,8.01,6.11,6.6,16.37,15.15,58.27,1.72
2013.01,Slovakia,74,7.86,8.24,6.33,12.14,15.8,62.22,1.61
2013.01,Malta,75,7.34,3.2,5.24,31.28,19.08,51.11,1.96
2013.01,Norway,76,7.15,4.58,4.86,21.84,20.57,51.97,1.92
2013.01,Japan,77,6.99,4.75,5.85,21.07,17.1,42.42,2.36
2013.01,Denmark,78,6.97,4.02,4.45,24.89,22.49,49.42,2.02
2013.01,Belgium,79,6.75,5.15,4.49,19.4,22.25,49.83,2.01
2013.01,United Kingdom,80,6.73,5.77,5.18,17.34,19.3,51.12,1.96
2013.01,Luxembourg,81,6.72,4.95,5.02,20.19,19.93,42.12,2.37
2013.01,Malaysia,82,6.71,6.09,4.17,16.41,24.01,53.16,1.88
2013.01,New Zealand,83,6.4,6.73,6.01,14.87,16.65,55.04,1.82
2013.01,Costa Rica,84,6.35,7.91,11.45,12.64,8.73,86.52,1.16
2013.01,Netherlands,85,6.31,5.84,6.33,17.11,15.81,48.29,2.07
2013.01,Cyprus,86,6.25,6.07,4.54,16.47,22.05,53.73,1.86
2013.01,Switzerland,87,6.2,4.23,4.17,23.66,24.01,37.8,2.65
2013.01,Turkey,88,6.19,6.46,7.21,15.48,13.87,81.79,1.22
2013.01,Iceland,89,5.97,7.89,6.89,12.67,14.51,59.9,1.67
2013.01,Kuwait,90,5.92,7.44,5.92,13.44,16.9,46.87,2.13
2013.01,Jamaica,91,5.77,10.85,12.98,9.21,7.7,96.31,1.04
2013.01,Mexico,92,5.65,6.36,6.63,15.71,15.08,74.65,1.34
2013.01,Qatar,93,5.5,6.8,8.85,14.71,11.3,43.54,2.3
2013.01,Ireland,94,5.27,5.98,6.32,16.73,15.81,40.59,2.46
2013.01,Canada,95,5.08,5.58,6.47,17.93,15.45,36.64,2.73
2013.01,Germany,96,4.78,5,5.55,20,18.01,34.73,2.88
2013.01,United Arab Emirates,97,4.21,9.62,10.12,10.4,9.88,39.16,2.55
2013.01,Puerto Rico,98,4.05,6.48,7.89,15.44,12.68,34.8,2.87
2013.01,Bahrain,99,3.47,11.83,10.51,8.46,9.51,35.52,2.82
2013.01,South Africa,100,3.21,8.94,8.31,11.19,12.04,34.64,2.89
2013.01,Saudi Arabia,101,3.11,6.1,5.15,16.39,19.4,22.59,4.43
2013.01,Oman,102,3.01,9.39,10.25,10.65,9.75,27.98,3.57
2013.01,United States,103,2.16,11.76,13.35,8.51,7.49,16.42,6.09
2014.01,El Salvador,1,42.41,3.51,1,28.48,100,596.27,0.17
2014.01,Georgia,2,32.31,5.32,1.79,18.8,55.85,450.31,0.22
2014.01,Syria,3,29.11,3.94,4.31,25.4,23.2,317.54,0.31
2014.01,Hong Kong,4,27.06,3.02,3.17,33.16,31.51,174.02,0.57
2014.01,China,5,26.13,2.89,3.22,34.57,31.02,226.14,0.44
2014.01,Uganda,6,23.03,2.33,12.19,42.97,8.2,297.87,0.34
2014.01,Singapore,7,22.59,3.83,4.22,26.11,23.7,142.16,0.7
2014.01,Nepal,8,21.28,1.97,2.71,50.73,36.83,253.71,0.39
2014.01,Iran,9,20.63,5.04,5.62,19.86,17.8,440.04,0.23
2014.01,Ghana,10,20.41,11.56,13.25,8.65,7.54,503.91,0.2
2014.01,Venezuela,11,20.19,8.64,7.65,11.58,13.07,296.96,0.34
2014.01,Armenia,12,19.28,5.61,5.8,17.81,17.25,279.29,0.36
2014.01,Thailand,13,19.07,4.73,3.85,21.12,26.01,166.13,0.6
2014.01,Indonesia,14,18.79,5.77,5.2,17.32,19.22,200.47,0.5
2014.01,Philippines,15,18.78,3.65,3.31,27.42,30.2,220.91,0.45
2014.01,Algeria,16,18.61,3.17,4.37,31.56,22.89,151.12,0.66
2014.01,Ethiopia,17,18.57,12.83,11.76,7.79,8.51,237.63,0.42
2014.01,Lebanon,18,18.3,3.96,6,25.23,16.67,155.77,0.64
2014.01,Cambodia,19,18.24,9.16,6.35,10.92,15.74,214.1,0.47
2014.01,Vietnam,20,17.78,5.59,6.85,17.9,14.6,237.72,0.42
2014.01,Moldova,21,17.73,5.35,5.58,18.71,17.92,271.29,0.37
2014.01,Morocco,22,17.57,5.47,4.41,18.28,22.69,155.11,0.64
2014.01,Taiwan,23,17.33,1.59,2.53,63.02,39.52,105.33,0.95
2014.01,Serbia,24,16.86,3.05,3.33,32.84,30.04,160.94,0.62
2014.01,Belarus,25,16.81,4.71,5.13,21.24,19.47,556.65,0.18
2014.01,Azerbaijan,26,16.59,8.74,11.19,11.44,8.94,190.52,0.52
2014.01,North Macedonia,27,16.18,3.64,3.73,27.49,26.81,172.64,0.58
2014.01,Montenegro,28,16.03,3.06,3.23,32.65,30.95,185.22,0.54
2014.01,Ukraine,29,15.95,5.67,6.25,17.62,16,301.69,0.33
2014.01,Brazil,30,14.96,4.44,4.59,22.5,21.8,178.83,0.56
2014.01,Peru,31,14.82,4.72,5.34,21.2,18.73,172.1,0.58
2014.01,Albania,32,14.76,3.78,5.37,26.43,18.62,146.24,0.68
2014.01,Russia,33,14.67,7.1,6.49,14.09,15.4,211.44,0.47
2014.01,Colombia,34,14.23,5.32,5.3,18.79,18.87,191.96,0.52
2014.01,Pakistan,35,13.92,3.23,3.53,30.97,28.31,212.14,0.47
2014.01,Nigeria,36,13.86,4.84,5.14,20.66,19.45,273.89,0.37
2014.01,Trinidad And Tobago,37,13.38,8.91,3.56,11.22,28.06,138.22,0.72
2014.01,Croatia,38,13.37,2.87,3.23,34.89,30.99,121.41,0.82
2014.01,Romania,39,13.24,4.81,4.83,20.8,20.71,130.21,0.77
2014.01,Lithuania,40,12.91,4.04,4.06,24.76,24.61,94.66,1.06
2014.01,Israel,41,12.83,3.6,3.73,27.74,26.82,92.6,1.08
2014.01,Latvia,42,12.71,3.84,5.64,26.03,17.74,91.93,1.09
2014.01,Ecuador,43,12.7,8.54,7.49,11.71,13.35,129.67,0.77
2014.01,Mauritius,44,12.4,3.98,3.68,25.13,27.2,132.73,0.75
2014.01,Sri Lanka,45,12.39,6.71,3.72,14.91,26.87,197.99,0.51
2014.01,Italy,46,12.15,2.83,3.55,35.38,28.18,98.44,1.02
2014.01,Bosnia And Herzegovina,47,11.97,2.98,3.25,33.55,30.81,114.57,0.87
2014.01,Greece,48,11.74,3.4,3.41,29.45,29.37,93.91,1.06
2014.01,Uruguay,49,11.6,5.85,6.47,17.09,15.46,125.44,0.8
2014.01,Poland,50,11.37,4.43,4.79,22.56,20.86,94.62,1.06
2014.01,South Korea,51,11.35,3.19,4.14,31.31,24.15,86.32,1.16
2014.01,Kazakhstan,52,11.35,6.87,7.45,14.56,13.42,164.92,0.61
2014.01,Tunisia,53,11.12,5.34,6.54,18.73,15.29,118.19,0.85
2014.01,Egypt,54,11.09,7.36,8.22,13.59,12.17,129.33,0.77
2014.01,Slovenia,55,11.09,3.91,3.98,25.58,25.13,92.12,1.09
2014.01,Bangladesh,56,11.04,4.26,3.87,23.46,25.85,197.32,0.51
2014.01,Spain,57,10.45,3.71,4.36,26.97,22.92,73.57,1.36
2014.01,Czech Republic,58,10.43,4.03,4.56,24.81,21.95,74.09,1.35
2014.01,France,59,10.32,2.83,3.91,35.33,25.61,73.05,1.37
2014.01,Dominican Republic,60,10.3,4.71,9,21.25,11.12,165.07,0.61
2014.01,Estonia,61,10.19,4.77,5.31,20.95,18.82,69.39,1.44
2014.01,India,62,10.16,3.34,3.94,29.9,25.36,126.43,0.79
2014.01,Bulgaria,63,9.87,5.44,5.81,18.38,17.22,101.23,0.99
2014.01,Panama,64,9.73,10.95,8.24,9.13,12.14,83.19,1.2
2014.01,Hungary,65,9.63,3.91,4.25,25.57,23.51,101.62,0.98
2014.01,Slovakia,66,9.51,6.23,6.02,16.05,16.62,73.29,1.36
2014.01,Chile,67,9.45,5.08,4.56,19.69,21.95,76.29,1.31
2014.01,Sweden,68,9.41,2.6,3.33,38.46,29.99,65.03,1.54
2014.01,Kenya,69,9.33,14.51,7.86,6.89,12.73,159.98,0.63
2014.01,Zimbabwe,70,9.26,9.42,10.08,10.62,9.92,246.67,0.41
2014.01,Austria,71,9.17,3.49,3.81,28.69,26.26,63.91,1.56
2014.01,Malta,72,9.1,2.53,4.42,39.55,22.61,63.89,1.57
2014.01,Honduras,73,9,5.59,7.14,17.9,14.01,124.13,0.81
2014.01,Iraq,74,8.98,8.78,8.9,11.39,11.23,113.67,0.88
2014.01,Argentina,75,8.95,4.62,4.77,21.65,20.98,186.31,0.54
2014.01,Bolivia,76,8.58,7.28,6.9,13.73,14.48,85.57,1.17
2014.01,Portugal,77,8.41,5.84,6.49,17.13,15.4,62.51,1.6
2014.01,Japan,78,8.34,4.06,3.28,24.64,30.47,50.36,1.99
2014.01,Malaysia,79,8.04,5.01,4.68,19.97,21.37,63.97,1.56
2014.01,Guatemala,80,8.04,8.05,9.19,12.43,10.88,93.07,1.07
2014.01,Jordan,81,7.95,7.39,7.18,13.53,13.93,81.47,1.23
2014.01,Finland,82,7.83,3.61,4.4,27.68,22.72,49.2,2.03
2014.01,Luxembourg,83,7.75,4.84,4.7,20.66,21.25,48.42,2.07
2014.01,United Kingdom,84,7.74,4.7,5.16,21.26,19.39,57.65,1.73
2014.01,Australia,85,7.44,5.15,5.46,19.42,18.3,64.46,1.55
2014.01,Norway,86,7.42,4.62,4.99,21.66,20.03,52.74,1.9
2014.01,Iceland,87,7.15,7.72,7.22,12.96,13.86,69.6,1.44
2014.01,Cyprus,88,7.07,4.96,4.7,20.17,21.27,62.7,1.59
2014.01,Switzerland,89,7.05,3.61,3.6,27.69,27.78,42.72,2.34
2014.01,Bahrain,90,6.92,10.7,8.82,9.34,11.34,69.5,1.44
2014.01,Costa Rica,91,6.88,8.78,8.63,11.38,11.59,95.39,1.05
2014.01,Turkey,92,6.86,5.81,6.93,17.2,14.43,90.4,1.11
2014.01,Kuwait,93,6.78,6.72,5.43,14.89,18.42,54.93,1.82
2014.01,Mozambique,94,6.59,17.55,14.82,5.7,6.75,140.56,0.71
2014.01,Mexico,95,6.47,6.36,5.32,15.72,18.8,80.58,1.24
2014.01,Denmark,96,6.37,4.5,4.73,22.2,21.13,44.5,2.25
2014.01,Netherlands,97,6.08,5.72,5.83,17.48,17.16,46.27,2.16
2014.01,Belgium,98,5.98,5.49,6.09,18.21,16.43,43.19,2.32
2014.01,Ireland,99,5.74,5.87,5.69,17.05,17.58,43.33,2.31
2014.01,Qatar,100,5.72,9.71,6.49,10.3,15.4,45.36,2.2
2014.01,Germany,101,5.6,4.51,4.78,22.17,20.91,37.98,2.63
2014.01,Canada,102,5.57,5.54,6.06,18.05,16.51,38.7,2.58
2014.01,Bahamas,103,5.47,5.55,7.52,18.03,13.3,60.48,1.65
2014.01,New Zealand,104,5.3,6.77,7.89,14.78,12.67,44.44,2.25
2014.01,United Arab Emirates,105,5.26,8.75,10.38,11.43,9.63,45.48,2.2
2014.01,Puerto Rico,106,5.1,5.2,6.8,19.24,14.7,41.82,2.39
2014.01,Libya,107,4.83,17.43,13.52,5.74,7.4,47.01,2.13
2014.01,Angola,108,4.54,33.49,17.58,2.99,5.69,71.69,1.39
2014.01,Jamaica,109,3.87,9.15,15.66,10.93,6.39,55.16,1.81
2014.01,South Africa,110,3.45,9.13,9.03,10.95,11.08,36.95,2.71
2014.01,Saudi Arabia,111,3.25,6.63,6.24,15.08,16.01,24.29,4.12
2014.01,Namibia,112,3.22,26.12,30.07,3.83,3.33,37.49,2.67
2014.01,Oman,113,2.95,11.18,12.46,8.94,8.02,26.71,3.74
2014.01,United States,114,2.43,11.01,12.58,9.08,7.95,17.99,5.56
2014.01,Tanzania,115,2.04,59.59,27.83,1.68,3.59,34.95,2.86
2014.06,El Salvador,1,32.32,5.44,1,18.37,100.38,432.41,0.23
2014.06,Syria,2,30.52,3.74,4,26.74,25.02,332.88,0.3
2014.06,Myanmar,3,30.2,10.49,4.13,9.54,24.19,357.77,0.28
2014.06,Hong Kong,4,29.39,2.83,2.78,35.34,35.96,188.42,0.53
2014.06,Venezuela,5,28.22,8.11,7.38,12.33,13.55,391.93,0.26
2014.06,China,6,28.09,2.84,3.14,35.27,31.81,245.07,0.41
2014.06,Macao,7,27.24,2.42,1.79,41.41,55.81,185.98,0.54
2014.06,Uganda,8,25.38,1.83,9.75,54.65,10.25,401.06,0.25
2014.06,Taiwan,9,24.14,1.37,2.17,72.89,46.09,146.83,0.68
2014.06,Ghana,10,24.05,11.5,16.34,8.7,6.12,605.62,0.17
2014.06,Thailand,11,21.84,4.33,3.46,23.08,28.87,188.58,0.53
2014.06,Singapore,12,21.66,3.67,4.03,27.27,24.83,136.09,0.73
2014.06,Iran,13,21.49,4.93,5.44,20.27,18.39,468.85,0.21
2014.06,Cambodia,14,20.3,10.21,6.82,9.79,14.66,238.36,0.42
2014.06,Nepal,15,20.28,2.76,2.75,36.29,36.3,250.15,0.4
2014.06,Indonesia,16,20.24,5.74,5.17,17.42,19.35,225.98,0.44
2014.06,Philippines,17,19.39,3.45,2.67,28.95,37.52,215.36,0.46
2014.06,Vietnam,18,19.1,5.97,7.17,16.74,13.94,251.96,0.4
2014.06,Lebanon,19,18.11,4.29,6.06,23.29,16.51,155.25,0.64
2014.06,Moldova,20,17.35,5.22,5.65,19.15,17.71,264.39,0.38
2014.06,Morocco,21,16.96,4.91,3.87,20.37,25.87,149.22,0.67
2014.06,Armenia,22,16.75,6.28,5.96,15.93,16.79,246.8,0.41
2014.06,Algeria,23,16.74,2.99,3.91,33.43,25.59,135.91,0.74
2014.06,Ukraine,24,16.72,5.97,6.1,16.75,16.39,325.66,0.31
2014.06,Belarus,25,16.65,5.1,5.17,19.61,19.36,551.17,0.18
2014.06,Azerbaijan,26,16.61,8.54,9.89,11.72,10.11,210.13,0.48
2014.06,Brazil,27,16.59,4.19,4.42,23.86,22.65,200.3,0.5
2014.06,Serbia,28,16.41,3.02,3.34,33.1,29.92,153.85,0.65
2014.06,Peru,29,16.03,5.01,6.25,19.95,16,185.05,0.54
2014.06,Georgia,30,15.6,6.69,5.72,14.95,17.48,221.26,0.45
2014.06,Montenegro,31,15.18,3.15,3.17,31.72,31.51,155.83,0.64
2014.06,North Macedonia,32,15.07,3.47,3.59,28.85,27.83,151.34,0.66
2014.06,Sri Lanka,33,14.88,7.52,3.72,13.3,26.92,239.58,0.42
2014.06,Albania,34,14.88,3.51,5.12,28.46,19.53,143.99,0.69
2014.06,Russia,35,14.65,7,6.56,14.29,15.24,210.67,0.47
2014.06,Colombia,36,14.26,5.74,5.3,17.41,18.88,190.24,0.53
2014.06,Ecuador,37,13.89,7.02,6.28,14.25,15.93,145.54,0.69
2014.06,Ethiopia,38,13.87,12.85,11.76,7.78,8.5,155.1,0.64
2014.06,Latvia,39,13.77,3.34,5.02,29.98,19.91,96.9,1.03
2014.06,Pakistan,40,13.76,3.11,3.62,32.12,27.64,210.35,0.48
2014.06,Uzbekistan,41,13.68,6.06,6.77,16.5,14.78,259.64,0.39
2014.06,Mauritius,42,13.58,3.41,3.58,29.33,27.97,140.61,0.71
2014.06,Angola,43,13.46,8.97,12.68,11.15,7.89,185.38,0.54
2014.06,Croatia,44,13.31,2.94,3.29,33.96,30.35,119.39,0.84
2014.06,Trinidad And Tobago,45,13.27,8.42,3.37,11.88,29.71,132.59,0.75
2014.06,Lithuania,46,12.98,3.96,4.08,25.24,24.51,91.24,1.1
2014.06,Romania,47,12.74,4.78,4.81,20.92,20.8,122.01,0.82
2014.06,Nigeria,48,12.62,5.73,4.91,17.45,20.35,241.57,0.41
2014.06,Bosnia And Herzegovina,49,12.41,3.1,3.24,32.26,30.88,121.13,0.83
2014.06,Kazakhstan,50,12.4,6.57,6.51,15.23,15.36,183.56,0.54
2014.06,South Korea,51,12.33,2.84,3.56,35.2,28.13,93.9,1.06
2014.06,Kenya,52,12.31,10.22,7.11,9.79,14.06,224.27,0.45
2014.06,Italy,53,11.61,2.92,3.68,34.25,27.2,93.91,1.06
2014.06,Israel,54,11.57,3.34,3.75,29.95,26.67,76.33,1.31
2014.06,Bolivia,55,11.42,6.46,5.62,15.48,17.8,109.84,0.91
2014.06,Slovenia,56,11.19,3.7,3.76,27.02,26.57,87.21,1.15
2014.06,Panama,57,11.14,12.12,7.08,8.25,14.13,93.84,1.07
2014.06,Poland,58,11.05,4.4,4.69,22.71,21.32,89.86,1.11
2014.06,Chile,59,10.9,4.42,4.92,22.65,20.34,87.55,1.14
2014.06,Greece,60,10.87,3.41,3.38,29.32,29.61,85.28,1.17
2014.06,Bangladesh,61,10.87,4.05,4.38,24.67,22.83,195.81,0.51
2014.06,Uruguay,62,10.84,5.96,6.72,16.79,14.89,104.76,0.95
2014.06,Egypt,63,10.8,7.55,8.02,13.24,12.47,125.06,0.8
2014.06,Tunisia,64,10.71,5.61,6.03,17.81,16.57,110.32,0.91
2014.06,Estonia,65,10.7,4.94,4.54,20.24,22,71.18,1.4
2014.06,India,66,10.39,3.3,3.92,30.35,25.49,128.87,0.78
2014.06,Spain,67,10.38,3.6,4.27,27.79,23.42,72.4,1.38
2014.06,Czech Republic,68,10.33,3.98,4.7,25.11,21.27,71.37,1.4
2014.06,France,69,10.31,2.93,3.7,34.13,27.05,72.08,1.39
2014.06,Austria,70,10.19,2.99,3.63,33.48,27.53,69.72,1.43
2014.06,Argentina,71,10.05,4.13,4.13,24.22,24.22,212.7,0.47
2014.06,Dominican Republic,72,9.89,5.78,9.4,17.31,10.64,155.37,0.64
2014.06,Sweden,73,9.68,2.6,3.14,38.47,31.89,66.18,1.51
2014.06,Hungary,74,9.59,4.09,4.53,24.43,22.09,98.56,1.01
2014.06,Bulgaria,75,9.49,5.46,5.98,18.32,16.72,95.83,1.04
2014.06,Slovakia,76,9.49,5.96,6.05,16.78,16.53,70.64,1.42
2014.06,Palestine,77,8.85,3.41,3.52,29.3,28.38,71.23,1.4
2014.06,Zimbabwe,78,8.8,9.5,8.13,10.53,12.3,312.69,0.32
2014.06,Portugal,79,8.7,5.61,6.27,17.83,15.96,64.88,1.54
2014.06,Guatemala,80,8.37,8.4,9.62,11.9,10.39,95.58,1.05
2014.06,Japan,81,8.34,4.22,3.55,23.67,28.2,50.63,1.98
2014.06,Jordan,82,8.33,7.2,7.43,13.9,13.46,85.01,1.18
2014.06,Luxembourg,83,8.32,4.87,4.55,20.53,21.99,51.18,1.95
2014.06,Malaysia,84,8.27,4.76,4.52,20.99,22.11,64.62,1.55
2014.06,Iraq,85,8.15,9.48,9.67,10.55,10.34,87.99,1.14
2014.06,Bahrain,86,7.97,8.86,8.93,11.29,11.2,73.82,1.35
2014.06,United Kingdom,87,7.8,4.69,4.9,21.31,20.4,57.58,1.74
2014.06,Norway,88,7.76,4.46,4.92,22.4,20.31,55.23,1.81
2014.06,Australia,89,7.43,5.05,5.34,19.82,18.71,63.15,1.58
2014.06,Turkey,90,7.22,5.7,6.84,17.55,14.61,91.72,1.09
2014.06,Finland,91,7.17,3.72,4.53,26.89,22.08,44.63,2.24
2014.06,Switzerland,92,7.01,3.49,3.53,28.64,28.3,42.36,2.36
2014.06,Cyprus,93,6.84,4.76,4.64,21.01,21.54,60.03,1.67
2014.06,Malta,94,6.62,4.47,5.18,22.35,19.31,46.97,2.13
2014.06,Netherlands,95,6.54,5.18,5.77,19.31,17.33,49.19,2.03
2014.06,Mexico,96,6.53,7,5.94,14.28,16.83,81.1,1.23
2014.06,Kuwait,97,6.33,8.17,5.74,12.24,17.44,52.75,1.9
2014.06,Honduras,98,6.13,7.01,10.02,14.27,9.98,86.22,1.16
2014.06,Germany,99,6.13,4.22,4.57,23.71,21.89,41.19,2.43
2014.06,Ireland,100,6.1,5.53,5.58,18.08,17.92,45.88,2.18
2014.06,Qatar,101,6,8.39,7.09,11.92,14.1,47.14,2.12
2014.06,Belgium,102,5.97,5.57,6.21,17.96,16.09,42.84,2.33
2014.06,Denmark,103,5.94,5.19,5.32,19.27,18.79,41.27,2.42
2014.06,Costa Rica,104,5.87,9.85,8.75,10.15,11.43,86.08,1.16
2014.06,New Zealand,105,5.8,6.23,6.93,16.06,14.42,48.68,2.05
2014.06,Iceland,106,5.71,8.24,8.5,12.14,11.77,53.77,1.86
2014.06,United Arab Emirates,107,5.55,8.45,10.97,11.84,9.12,46.74,2.14
2014.06,Bahamas,108,5.47,5.55,7.52,18.03,13.3,60.48,1.65
2014.06,Canada,109,5.41,5.56,6.24,17.98,16.02,37.36,2.68
2014.06,Puerto Rico,110,5.28,5.05,6.76,19.81,14.79,43.6,2.29
2014.06,Mozambique,111,5.15,18.39,24.45,5.44,4.09,109.87,0.91
2014.06,Libya,112,5.06,14.83,12.89,6.74,7.76,47.12,2.12
2014.06,Belize,113,3.54,4.38,6.47,22.81,15.46,38.2,2.62
2014.06,South Africa,114,3.32,9.21,9.06,10.85,11.04,35.31,2.83
2014.06,Oman,115,3.13,11.72,12.42,8.53,8.05,27.84,3.59
2014.06,Saudi Arabia,116,2.93,7.51,7.82,13.32,12.8,21.69,4.61
2014.06,Jamaica,117,2.92,22.48,10.04,4.45,9.96,41.72,2.4
2014.06,Namibia,118,2.9,23.32,29.01,4.29,3.45,33.97,2.94
2014.06,Tanzania,119,2.84,67.33,20.47,1.49,4.89,47.94,2.09
2014.06,United States,120,2.41,11.21,13.08,8.92,7.64,17.82,5.61
2015.01,Uganda,1,31.13,1.86,10.02,53.7,9.98,649.36,0.15
2015.01,Syria,2,30.49,3.95,3.15,25.33,31.75,283.67,0.35
2015.01,Hong Kong,3,30.09,2.67,2.77,37.49,36.08,192.99,0.52
2015.01,Myanmar,4,26.84,8.47,2.95,11.81,33.92,317.96,0.31
2015.01,Ghana,5,26.62,10.77,13.45,9.28,7.44,670.38,0.15
2015.01,China,6,26.42,2.78,3,35.94,33.33,230.62,0.43
2015.01,El Salvador,7,25.44,5.3,1.66,18.88,60.3,336.09,0.3
2015.01,Taiwan,8,24.97,1.4,1.8,71.43,55.54,152.28,0.66
2015.01,Vietnam,9,23.92,5.17,7.64,19.33,13.09,285.6,0.35
2015.01,Venezuela,10,22.23,12.49,9.27,8.01,10.79,333.43,0.3
2015.01,Mauritius,11,22.13,2.21,2.41,45.26,41.48,228.83,0.44
2015.01,Singapore,12,21.41,3.42,3.89,29.24,25.69,133.27,0.75
2015.01,Cambodia,13,21.11,10.78,7.85,9.28,12.74,232.05,0.43
2015.01,Algeria,14,20.91,2.7,3.4,36.98,29.38,161.45,0.62
2015.01,Iran,15,20.78,5.05,5.53,19.81,18.09,468.12,0.21
2015.01,Thailand,16,20.76,3.93,3.22,25.45,31.06,179.53,0.56
2015.01,Nepal,17,19.74,2.61,2.84,38.26,35.16,257.35,0.39
2015.01,Indonesia,18,18.93,6.24,5.74,16.02,17.43,217.37,0.46
2015.01,Philippines,19,18.52,3.1,2.65,32.25,37.7,198.55,0.5
2015.01,Ukraine,20,17.38,5.96,5.88,16.78,17.02,349.26,0.29
2015.01,Moldova,21,17.07,5.18,5.68,19.32,17.59,267.28,0.37
2015.01,Serbia,22,17.07,2.81,3.15,35.59,31.78,155.29,0.64
2015.01,Kenya,23,16.75,8.34,4.12,11.99,24.25,287.29,0.35
